,Provider_Name,NPI,Medicaid_EP_Hospital_Type,Specialty,Business_Street_Address,Business_City,Business_County,Business_ZIP_Code,Business_State_Territory,Program_Year,Payment_Year,Payment_Year_Number,Payment_Criteria__Medicaid_Only,Payee_Name,Payee_NPI,Disbursement_Amount,Total_Payments,Longitude,Latitude
879,#,#,Certified Nurse - Midwife,UNKNOWN,#,Santa Maria,Santa Barbara,93454.0,California,2013.0,2013.0,2.0,MU,#,#,8500.0,29750.0,-120.430721,34.95462
880,#,#,Nurse Practitioner,UNKNOWN,#,Madera,Madera,93638.0,California,2017.0,2018.0,5.0,MU,#,#,8500.0,55250.0,-120.055351,36.96249
881,#,#,Dentist,UNKNOWN,#,Long Beach,Los Angeles,90806.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-118.186687,33.809003
882,#,#,Nurse Practitioner,NURSE PRACTITIONER,#,San Rafael,Marin,94903.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-122.529251,37.99483
883,#,#,Nurse Practitioner,UNKNOWN,#,Oakdale,Stanislaus,95355.0,California,2015.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-120.860442,37.758166
884,#,#,Physician,INTERNAL MEDICINE,#,Oakland,Alameda,94601.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.22464,37.780079
885,#,#,Dentist,UNKNOWN,#,SANTA ANA,Orange,92706.0,California,2012.0,2014.0,1.0,AIU,#,#,-21250.0,21250.0,-117.896951,33.76019
886,#,#,Physician,EMERGENCY MEDICINE,#,LA Jolla,San Diego,92037.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-117.225311,32.88465
887,#,#,Physician,UNKNOWN,#,Hanford,Kings,93230.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-119.666819,36.327305
888,#,#,Physician,INTERNAL MEDICINE,#,Ypsilanti,Washtenaw,48197.0,Michigan,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-83.651941,42.26397
889,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
890,#,#,Physician,ENDOCRINOLOGY,#,San Francisco,San Francisco,94110.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.405371,37.75529
891,#,#,Nurse Practitioner,UNKNOWN,#,Oakland,Alameda,94609.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.267631,37.83706
892,#,#,Dentist,UNKNOWN,#,Los Angeles,Los Angeles,90027.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.287171,34.10584
893,#,#,Physician,UNKNOWN,#,San Jose,Santa Clara,95128.0,California,2017.0,2018.0,5.0,MU,#,#,8500.0,55250.0,-121.933911,37.31439
894,#,#,Physician,GENERAL SURGERY,#,Oroville,Butte,95966.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-121.540451,39.50443
895,#,#,Physician,FAMILY PRACTICE,#,Los Angeles,Los Angeles,90006.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-118.288821,34.05264
896,#,#,Physician,FAMILY PRACTICE,#,Valley Center,San Diego,92082.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-116.954196,33.277142
897,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
898,#,#,Dentist,UNKNOWN,#,Compton,Los Angeles,90222.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-118.239621,33.91198
899,#,#,Physician,UNKNOWN,#,San Francisco,San Francisco,94116.0,California,2015.0,2018.0,1.0,AIU,#,#,21250.0,21250.0,-122.456991,37.74931
900,#,#,Nurse Practitioner,NURSE PRACTITIONER,#,San Jose,Santa Clara,95128.0,California,2012.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-121.940251,37.32654
901,#,#,Dentist,UNKNOWN,#,Riverside,Riverside,92501.0,California,2017.0,2018.0,5.0,MU,#,#,8500.0,55250.0,-117.381821,33.98084
902,#,#,Physician,UNKNOWN,#,Fresno,Fresno,93701.0,California,2017.0,2018.0,5.0,MU,#,#,8500.0,55250.0,-119.784661,36.74407
903,#,#,Dentist,UNKNOWN,#,Ventura,Ventura,93004.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-119.159071,34.29357
904,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
905,#,#,Nurse Practitioner,UNKNOWN,#,Stockton,San Joaquin,95202.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-121.287391,37.96654
906,#,#,Physician,UNKNOWN,#,Daly City,San Mateo,94015.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.475881,37.6654
907,#,#,Physician,UNKNOWN,#,San Mateo,San Mateo,94403.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.299071,37.53113
908,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,North Hills,Los Angeles,91343.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.463641,34.22782
909,#,#,Physician,UNKNOWN,#,Concord,Contra Costa,94520.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.042251,37.97197
910,#,#,Physician,UNKNOWN,#,San Jose,Santa Clara,95128.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-121.918291,37.31809
911,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,East Palo Alto,San Mateo,94303.0,California,2017.0,2018.0,5.0,MU,#,#,8500.0,55250.0,-122.134181,37.47125
912,#,#,Physician,DIAGNOSTIC RADIOLOGY,#,Palo Alto,Santa Clara,94304.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.175211,37.43622
913,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
914,#,#,Physician,PSYCHIATRY,#,Fairfield,Solano,94533.0,California,2012.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-122.067441,38.23678
915,#,#,Nurse Practitioner,UNKNOWN,#,Madera,Madera,93638.0,California,2017.0,2018.0,4.0,MU,#,#,8500.0,46750.0,-119.800418,36.884409
916,#,#,Dentist,UNKNOWN,#,Crescent City,Del Norte,95531.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-124.198541,41.77335
917,#,#,Physician,FAMILY PRACTICE,#,Ventura,Ventura,93003.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-119.251951,34.27648
918,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
919,#,#,Dentist,ORAL SURGERY (DENTIST ONLY),#,Berkeley,Alameda,94703.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.269791,37.84865
920,#,#,Physician,UNKNOWN,#,Santa Cruz,Santa Cruz,95062.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-121.989691,36.96411
921,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90023.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,8500.0,-118.201691,34.02786
922,#,#,Physician,INTERNAL MEDICINE,#,Venice,Los Angeles,90291.0,California,2015.0,2017.0,4.0,MU,#,#,8500.0,55250.0,-118.471819,33.999192
923,#,#,Physician,UNKNOWN,#,LA Puente,Los Angeles,91744.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-117.942441,34.05155
924,#,#,Physician,UNKNOWN,#,Oakland,Alameda,94602.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-122.231231,37.7989
925,#,#,Physician,UNKNOWN,#,SAN DIEGO,San Diego,92123.0,California,2014.0,2015.0,4.0,MU,#,#,8500.0,46750.0,-117.151331,32.7981
926,#,#,Physician,UNKNOWN,#,Rocklin,Placer,95677.0,California,2015.0,2017.0,2.0,MU,#,#,5666.67,28333.34,-121.263621,38.7795
927,#,#,Dentist,UNKNOWN,#,Los Angeles,Los Angeles,90023.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-118.187731,34.02423
928,#,#,Certified Nurse - Midwife,CERTIFIED NURSE MIDWIFE,#,Oakland,Alameda,94602.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.231231,37.7989
929,#,#,Physician,UNKNOWN,#,Santa Cruz,Santa Cruz,95065.0,California,2014.0,2015.0,4.0,MU,#,#,8500.0,46750.0,-121.981791,36.98953
930,#,#,Physician,UNKNOWN,#,San Jose,Santa Clara,95128.0,California,2017.0,2018.0,5.0,MU,#,#,8500.0,55250.0,-121.933911,37.31439
931,#,#,Dentist,UNKNOWN,#,San Francisco,San Francisco,94143.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.394083,37.767872
932,#,#,Dentist,UNKNOWN,#,moreno valley,Riverside,92555.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.180635,33.921418
933,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,PHYSICIAN ASSISTANT,#,Lake Isabella,Kern,93240.0,California,2011.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.40659,35.634364
934,#,#,Physician,UNKNOWN,#,Oakland,Alameda,94602.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-122.231231,37.7989
935,#,#,Physician,INTERNAL MEDICINE,#,San Jose,Santa Clara,95121.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-121.825721,37.32033
936,#,#,Physician,UNKNOWN,#,ORANGE,Orange,92868.0,California,2015.0,2017.0,2.0,MU,#,#,8500.0,38250.0,-117.876761,33.784787
937,#,#,Dentist,UNKNOWN,#,Woodland Hills,Los Angeles,91303.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.606261,34.18959
938,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Nipomo,San Luis Obispo,93444.0,California,2017.0,2018.0,4.0,MU,#,#,8500.0,46750.0,-120.498731,35.02699
939,#,#,Dentist,UNKNOWN,#,Reseda,Los Angeles,91335.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.519139,34.201051
940,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90057.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-118.272211,34.06428
941,#,#,Physician,UNKNOWN,#,Orange,Orange,92868.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.865551,33.78112
942,#,#,Dentist,UNKNOWN,#,El Monte,Los Angeles,91731.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.034487,34.074654
943,#,#,Physician,PSYCHIATRY,#,Sylmar,Los Angeles,91342.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.454246,34.324049
944,#,#,Nurse Practitioner,UNKNOWN,#,LYNWOOD,Los Angeles,90262.0,California,2013.0,2014.0,3.0,MU,#,#,8500.0,38250.0,-118.204311,33.93047
945,#,#,Dentist,UNKNOWN,#,Sacramento,Sacramento,95826.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.376481,38.55633
946,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-118.208281,34.05963
947,#,#,Dentist,UNKNOWN,#,Perris,Riverside,92570.0,California,2014.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.222901,33.78259
948,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,PHYSICIAN ASSISTANT,#,Oakland,Alameda,94612.0,California,2013.0,2014.0,2.0,MU,#,#,8500.0,29750.0,-122.274391,37.807292
949,#,#,Physician,UNKNOWN,#,Delano,Kern,93215.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-119.240797,35.755972
950,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Escondido,San Diego,92025.0,California,2015.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-117.068071,33.12608
951,#,#,Nurse Practitioner,UNKNOWN,#,Fresno,Fresno,93703.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-119.763496,36.778781
952,#,#,Physician,UNKNOWN,#,Martinez,Contra Costa,94553.0,California,2017.0,2018.0,4.0,MU,#,#,8500.0,46750.0,-122.132641,38.00674
953,#,#,Physician,ORTHOPEDIC SURGERY,#,San Francisco,San Francisco,94110.0,California,2015.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-122.405371,37.75529
954,#,#,Physician,UNKNOWN,#,Santa Rosa,Sonoma,95407.0,California,2015.0,2017.0,5.0,MU,#,#,8500.0,63750.0,-122.749221,38.42782
955,#,#,Nurse Practitioner,UNKNOWN,#,San Francisco,San Francisco,94110.0,California,2015.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-122.405371,37.75529
956,#,#,Dentist,UNKNOWN,#,Union City,Alameda,94587.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.026411,37.60262
957,#,#,Physician,UNKNOWN,#,Bakersfield,Kern,93306.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.969811,35.38221
958,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90095.0,California,2016.0,2017.0,5.0,MU,#,#,8500.0,55250.0,-118.446491,34.06644
959,#,#,Physician,UNKNOWN,#,San Jose,Santa Clara,95128.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-121.933911,37.31439
960,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90022.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.155851,34.02248
961,#,#,Physician,FAMILY PRACTICE,#,Madera,Madera,93638.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-120.055351,36.96249
962,#,#,Dentist,UNKNOWN,#,Loma Linda,Los Angeles,95350.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-121.006145,37.673203
963,#,#,Physician,FAMILY PRACTICE,#,Reseda,Los Angeles,91335.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.539931,34.20144
964,#,#,Physician,PSYCHIATRY,#,Los Angeles,Los Angeles,90013.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.247581,34.04485
965,#,#,Physician,FAMILY PRACTICE,#,Los Angeles,Los Angeles,90023.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-118.187731,34.02423
966,#,#,Physician,UNKNOWN,#,North Hollywood,Los Angeles,91605.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.413825,34.194221
967,#,#,Physician,UNKNOWN,#,Novato,Marin,94945.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.562727,38.095772
968,#,#,Physician,FAMILY PRACTICE,#,Livingston,Merced,95334.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-120.723761,37.37985
969,#,#,Physician,UNKNOWN,#,San Ysidro,San Diego,92173.0,California,2015.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-117.047321,32.55894
970,#,#,Physician,UNKNOWN,#,Fairfield,Solano,94533.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.049311,38.26197
971,#,#,Dentist,UNKNOWN,#,Ventura,Ventura,93004.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-119.159071,34.29357
972,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90011.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.266291,34.00729
973,#,#,Physician,UNKNOWN,#,Martinez,Contra Costa,94553.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.132641,38.00674
974,#,#,Certified Nurse - Midwife,UNKNOWN,#,Santa Rosa,Sonoma,95407.0,California,2015.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-122.749221,38.42782
975,#,#,Physician,UNKNOWN,#,San Jose,Santa Clara,95128.0,California,2017.0,2018.0,6.0,MU,#,#,8500.0,63750.0,-121.933911,37.31439
976,#,#,Dentist,UNKNOWN,#,Oakland,Alameda,94602.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.231231,37.7989
977,#,#,Physician,UNKNOWN,#,ORANGE,Orange,92868.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-117.876761,33.784787
978,#,#,Physician,PEDIATRIC MEDICINE,#,bellflower,Los Angeles,90706.0,California,2017.0,2018.0,5.0,MU,#,#,8500.0,55250.0,-118.134301,33.88564
979,#,#,Dentist,UNKNOWN,#,San Diego,San Diego,92105.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.101151,32.75273
980,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
981,#,#,Nurse Practitioner,UNKNOWN,#,Dinuba,Tulare,93618.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-119.394611,36.55287
982,#,#,Physician,UNKNOWN,#,San Bernardino,San Bernardino,92410.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.298694,34.09684
983,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Avenal,Kings,93204.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-120.133601,36.00272
984,#,#,Physician,INTERNAL MEDICINE,#,San Jacinto,Riverside,92583.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-116.955761,33.78434
985,#,#,Physician,UNKNOWN,#,Moreno Valley,Riverside,92555.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.195861,33.9117
986,#,#,Nurse Practitioner,UNKNOWN,#,San Marcos,San Diego,92069.0,California,2015.0,2017.0,4.0,MU,#,#,8500.0,25500.0,-117.157071,33.14021
987,#,#,Physician,UNKNOWN,#,Downey,Los Angeles,90242.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.158001,33.9291
988,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Porterville,Tulare,93257.0,California,2016.0,2017.0,6.0,MU,#,#,8500.0,63750.0,-119.043551,36.051565
989,#,#,Dentist,UNKNOWN,#,Marina Del Rey,Los Angeles,90292.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.458767,33.984019
990,#,#,Physician,UNKNOWN,#,Santa Rosa,Sonoma,95407.0,California,2015.0,2017.0,4.0,MU,#,#,8500.0,46750.0,-122.749221,38.42782
991,#,#,Physician,FAMILY PRACTICE,#,Merced,Merced,95341.0,California,2015.0,2016.0,5.0,MU,#,#,8500.0,55250.0,-120.475011,37.29283
992,#,#,Physician,UNKNOWN,#,San Francisco,San Francisco,94110.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.405371,37.75529
993,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90011.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-118.256861,34.00311
994,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Visalia,Tulare,93291.0,California,2016.0,2017.0,4.0,MU,#,#,8500.0,46750.0,-119.288742,36.331999
995,#,#,Physician,UNKNOWN,#,El Cajon,San Diego,92019.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-116.944271,32.79401
996,#,#,Physician,UNKNOWN,#,Merced,Merced,95341.0,California,2013.0,2014.0,3.0,MU,#,#,8500.0,38250.0,-120.475011,37.29283
997,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90022.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.164181,34.0409
998,#,#,Physician,UNKNOWN,#,Orange,Orange,92868.0,California,2015.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.86504,33.780356
999,#,#,Physician,UNKNOWN,#,Santa Rosa,Sonoma,95403.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.729721,38.47971
1000,#,#,Dentist,UNKNOWN,#,Riverside,Riverside,92503.0,California,2014.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.455371,33.91614
1001,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
1002,#,#,Physician,UNKNOWN,#,San Jose,Santa Clara,95128.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-121.940251,37.32654
1003,#,#,Physician,UNKNOWN,#,Fresno,Fresno,93701.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-119.782261,36.74416
1004,#,#,Physician,UNKNOWN,#,Chico,Butte,95926.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-121.850031,39.75353
1005,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
1006,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Merced,Merced,95348.0,California,2012.0,2014.0,1.0,AIU,#,#,-21250.0,21250.0,-120.491101,37.32504
1007,#,#,Nurse Practitioner,UNKNOWN,#,San Gabriel,Los Angeles,91776.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-118.090902,34.090799
1008,#,#,Physician,INTERNAL MEDICINE,#,Oakland,Alameda,94602.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.231231,37.7989
1009,#,#,Nurse Practitioner,UNKNOWN,#,Oakland,Alameda,94609.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.267631,37.83706
1010,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90015.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.264951,34.03525
1011,#,#,Nurse Practitioner,UNKNOWN,#,San Diego,San Diego,92102.0,California,2015.0,2016.0,1.0,AIU,#,#,0.0,21250.0,-117.113411,32.71541
1012,#,#,Nurse Practitioner,UNKNOWN,#,Redlands,San Bernardino,92373.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-117.205401,34.03806
1013,#,#,Physician,UNKNOWN,#,Martinez,Contra Costa,94553.0,California,2013.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.132641,38.00674
1014,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Panorama City,Los Angeles,91402.0,California,2016.0,2017.0,1.0,MU,#,#,21250.0,21250.0,-118.450661,34.22832
1015,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90029.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-118.290161,34.09529
1016,#,#,Nurse Practitioner,UNKNOWN,#,Bakersfield,Kern,93301.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-119.018181,35.37351
1017,#,#,Physician,UNKNOWN,#,Moreno Valley,Riverside,92555.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.195861,33.9117
1018,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Alviso,Santa Clara,95002.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.976045,37.424932
1019,#,#,Nurse Practitioner,UNKNOWN,#,San Jose,Santa Clara,95126.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.919681,37.33694
1020,#,#,Dentist,UNKNOWN,#,Anaheim,Orange,92802.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-117.941731,33.81584
1021,#,#,Nurse Practitioner,UNKNOWN,#,San Francisco,San Francisco,94110.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.405371,37.75529
1022,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
1023,#,#,Nurse Practitioner,UNKNOWN,#,Reedley,Fresno,93654.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-119.440631,36.60438
1024,#,#,Physician,UNKNOWN,#,Merced,Merced,95341.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-120.498323,37.288226
1025,#,#,Dentist,UNKNOWN,#,Sacramento,Sacramento,95826.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.376481,38.55633
1026,#,#,Nurse Practitioner,UNKNOWN,#,Occidental,Sonoma,95465.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.947521,38.408717
1027,#,#,Dentist,UNKNOWN,#,SAN FRANCISCO,San Francisco,94143.0,California,2016.0,2016.0,1.0,AIU,#,#,0.0,21250.0,-122.460981,37.762549
1028,#,#,Physician,UNKNOWN,#,Borrego Springs,San Diego,92004.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-116.329051,33.19398
1029,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90026.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-118.280221,34.07267
1030,#,#,Physician,UNKNOWN,#,Torrance,Los Angeles,90502.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
1031,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
1032,#,#,Physician,UNKNOWN,#,Parlier,Fresno,93648.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-119.520697,36.633117
1033,#,#,Physician,UNKNOWN,#,Bakersfield,Kern,93306.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.969811,35.38221
1034,#,#,Physician,UNKNOWN,#,San Francisco,San Francisco,94110.0,California,2015.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.405371,37.75529
1035,#,#,Dentist,UNKNOWN,#,San Fernando,Los Angeles,91340.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.444551,34.27639
1036,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2016.0,2018.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
1037,#,#,Physician,UNKNOWN,#,Coachella,Riverside,92236.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-116.179531,33.67787
1038,#,#,Dentist,UNKNOWN,#,San Francisco,San Francisco,94103.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.405021,37.78231
1039,#,#,Nurse Practitioner,UNKNOWN,#,Mountain View,Santa Clara,94040.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-122.110251,37.40607
